timestep,tracking_accuracy,swarm_stability
174,4.162793259250231,0.9991145390865118
175,4.123792919768211,1.0024122623388982
176,4.084912021257516,1.0056548236976877
177,4.038974160594866,1.0088501042111926
178,3.990656150416237,1.0120037579815797
179,3.9491926681135174,1.015104993797424
180,3.9026977934437674,1.0181392945672894
181,3.860812036502132,1.021103430766646
182,3.8158180389325493,1.0240131096181964
183,3.780895786085277,1.0268638891374104
184,3.74456024357744,1.02965424747215
185,3.7088282901806577,1.0323996055693279
186,3.6760003986054586,1.0350994983148396
187,3.6418372385864175,1.037732399070868
188,3.61271087233924,1.0403172899743065
189,3.590358061062026,1.042878151716489
190,3.5639679969804634,1.0454126325187987
191,3.5334474958801736,1.047901700111588
192,3.503895575237382,1.0503388941658345
193,3.468799549241104,1.0527363010962614
194,3.4263926344295372,1.0550803498715466
195,3.3813702461188546,1.0573366853145962
196,3.329707286196703,1.0594615825941187
197,3.2768136068648928,1.0614319094453974
198,3.2218842921386694,1.0631855110786856
199,3.168796158658247,1.064681749996673
200,3.1239921059979734,1.065948618096919
201,3.0847374335844173,1.0669772814146392
202,3.0486950599561107,1.0677769897789828
203,3.010000281664089,1.0683363451240333
204,2.972477170805534,1.0686387630233343
205,2.9358895309535846,1.0686572113352915
206,2.902000829978492,1.0683969516853449
207,2.874840316865087,1.067919369549126
208,2.839998872277337,1.067208536817722
209,2.810154887247408,1.0662895524400424
210,2.7791034873486486,1.0651835089220916
211,2.7522142581061106,1.0639509798143283
212,2.7292531014961945,1.0626213850900608
213,2.7054204516839917,1.061197503306769
214,2.6820261959328784,1.059701096988015
215,2.6533286556270794,1.0580795595988752
216,2.62379569138617,1.0562741484846323
217,2.596550983788993,1.0542773431775951
218,2.5736793319375124,1.0520756398078168
219,2.5491165419373436,1.0496462516487517
220,2.520214491181876,1.046934980656134
221,2.4980850566112194,1.0439770030553455
222,2.472805874152994,1.040751602677093
223,2.448728193152428,1.0372750874966932
224,2.427950206663156,1.0335826102943986
225,2.4058762443228825,1.0296672012566719
226,2.3828319300773364,1.0254694517976097
227,2.3637192804893763,1.020992411747607
228,2.3506869430620942,1.0163197988913224
229,2.338668050143447,1.0115220603714619
230,2.3349714387709732,1.0067713993745522
231,2.336373045844046,1.0023084483831757
232,2.3408394285533407,0.9983665221464578
233,2.340377793763879,0.9950616612600387
234,2.341598806438577,0.9925961845280815
235,2.342338883236592,0.9913507933731848
236,2.3387511231615967,0.9919249227838015
237,2.3352239878011654,0.9943506413868827
238,2.338698324891253,1.003249671502665
239,2.338596786310467,1.0121455701965287
240,2.3301670795485117,1.0167130947837622
241,2.3246931285243297,1.0170305630860101
242,2.3217749098375275,1.0173000554223488
243,2.3170370465593044,1.0189684186829728
244,2.3139672756492713,1.0191568190885691
245,2.312637101183673,1.0183465435524932
246,2.3106990409719526,1.0168782883563359
247,2.30239135712138,1.0171627858303862
248,2.300548046409702,1.0154292449206945
249,2.3019302941696465,1.0136597122567212
250,2.2956559461550627,1.014138710978259
251,2.299348196738001,1.01261490728283
252,2.2931445703597277,1.0131575140510871
253,2.303389623417662,1.0136561988553272
254,2.3074444988890352,1.0205877678304902
255,2.313983498353237,1.0208117377405654
256,2.309060991100534,1.0277471831655678
257,2.318499947213602,1.0275946154359359
258,2.318973380355687,1.0322800756035104
259,2.319557831320238,1.0362519591748043
260,2.326838911686765,1.03551087453793
261,2.332393141672016,1.0365880719361813
262,2.3418946637951352,1.0357693444960614
263,2.3516768346498025,1.0355762233929684
264,2.3620625675588203,1.0350661345275889
265,2.374114122254267,1.0343583407731767
266,2.3867168334801985,1.0332062728509406
267,2.401967465743867,1.0327861363596915
268,2.4167669185332943,1.0328402670166368
269,2.4345994697230386,1.0337854741678298
270,2.448392216537541,1.0340724935764292
271,2.466103395068182,1.036129986576543
272,2.484261776180834,1.036882964994467
273,2.499783952437179,1.0400305823235714
274,2.5178864200157673,1.0412572905433959
275,2.5362700134790592,1.045111374160866
276,2.5590810158496184,1.049421098114261
277,2.582081552689334,1.0544101605005618
278,2.6064409688305834,1.060204628457982
279,2.629588463010397,1.0667766495924353
280,2.654049569955691,1.0705454777835859
281,2.6756449658754486,1.077974691610862
282,2.6954790167534197,1.0858588771841158
283,2.7129347217095567,1.0934404559165605
284,2.734597671857864,1.0977838695941433
285,2.741388416407889,1.1010542436218493
286,2.742747014751508,1.1020957849465578
287,2.738805965954549,1.1021275901629008
288,2.7361238299016994,1.1021083056822882
289,2.747880261564549,1.1021083056822882
290,2.7440428303724436,1.102085056460189
291,2.74002858382734,1.10202608247747
292,2.736153368980188,1.101928910644618
293,2.731374585408808,1.1017986218293836
294,2.743596576590497,1.1017986218293836
295,2.739658872842997,1.1016798337779308
296,2.7363479884660658,1.1016435463018712
297,2.73192509503277,1.1016147859827141
298,2.744160756879742,1.1016147859827141
299,2.7333974713021454,1.1016532293617178
300,2.7412123309769805,1.1016532293617178
301,2.7313063150209254,1.101675630328524
302,2.738096192295869,1.101675630328524
303,2.7330128673851477,1.1016303115033073
304,2.7467645224682222,1.1016303115033073
305,2.73987422776617,1.1016258608863554
306,2.7338484230417617,1.1016098562956333
307,2.7450977617240655,1.1016098562956333
308,2.739420470570533,1.1016498141488176
309,2.7318359013890894,1.1016513530104426
310,2.7444222898929582,1.1016513530104426
311,2.7397125200921764,1.1016628125302006
312,2.734285749301,1.1016939816264342
313,2.7481693817502473,1.1016939816264342
314,2.743535002366553,1.101737649013858
315,2.7379455043216514,1.101754530635976
316,2.7322841650838376,1.10181702854076
317,2.74608006362267,1.10181702854076
318,2.740552515116079,1.1018871008091358
319,2.7342421508867134,1.1018730142235027
320,2.744333960237645,1.1018730142235027
321,2.732456377298225,1.1018554473278788
322,2.739834969000268,1.1018554473278788
323,2.7312746485789976,1.101901734602098
324,2.7361582573285914,1.101901734602098
325,2.7332288710153048,1.1020113462948111
326,2.7372343573028295,1.1020113462948111
327,2.7346322797858864,1.1020830537106643
328,2.731436241144633,1.102082182828582
329,2.7366116729361263,1.102082182828582
330,2.7324972049996683,1.1020529648119797
331,2.7434368756448566,1.1020529648119797
332,2.7355171498382447,1.1020054928571252
333,2.7475321211482453,1.1020054928571252
334,2.7393609566713226,1.1019796189383166
335,2.7346856008394664,1.1020046186715708
336,2.744574878159564,1.1020046186715708
337,2.739240938097241,1.1020319250481487
338,2.7330251794459044,1.1020553543130913
339,2.7381853923793473,1.1020553543130913
340,2.7337989020860327,1.1020783436406325
341,2.734751291458052,1.1020783436406325
342,2.731129525435227,1.10207354391618
343,2.730049186596461,1.1020612379013615
344,2.7265232036953604,1.1020612379013615
345,2.729858074007451,1.1020607287194792
346,2.725527101118001,1.1020607287194792
347,2.727982679652146,1.1020515754589764
348,2.726527824906478,1.1020515754589764
349,2.7281503415158004,1.1020420816918004
350,2.728798786309909,1.1020287290154647
351,2.722643159926235,1.1020287290154647
352,2.7238485103212136,1.102021823927123
353,2.7279043640510214,1.1020245915550733
354,2.7220856388233043,1.1020245915550733
355,2.725768996226771,1.102028937985355
356,2.7282487339781705,1.1020258053781165
357,2.720386629486926,1.1020258053781165
358,2.7264333707290676,1.1020207891761395
359,2.724672412063163,1.1020207891761395
360,2.7278405610165484,1.1020284663784365
361,2.7301210790880654,1.1020260747446902
362,2.732242917016783,1.1020260747446902
363,2.734484018970064,1.1020260747446902
364,2.7326688588676036,1.1020053865742732
365,2.7359122792437756,1.1020053865742732
366,2.7307357648397628,1.1019661905907099
367,2.7258063261606273,1.1019661905907099
368,2.7263574263111967,1.1019094272812315
369,2.7272667288344747,1.1019080673432973
370,2.7290362192614106,1.1019130285315095
371,2.7206033272468124,1.1019130285315095
372,2.7222934515337185,1.1019155348632095
373,2.7243827111126206,1.1019158696149853
374,2.728346719778197,1.1019178531349019
375,2.723528714661649,1.1019178531349019
376,2.7290354105176986,1.1019196705114864
377,2.7242116721542096,1.1019196705114864
378,2.727987522715047,1.1019072868415254
379,2.7232508380858675,1.1019072868415254
380,2.7266892253367265,1.101870944950453
381,2.718020593008565,1.101870944950453
382,2.7235545784762136,1.1018677296681048
383,2.7101694145835467,1.1018677296681048
384,2.7198195130916134,1.1018725713477686
385,2.7118738615495883,1.1018725713477686
386,2.7243993355675706,1.1018559101188958
387,2.722705453603523,1.1018559101188958
388,2.7292693905235472,1.1018601858347365
389,2.730363861329584,1.1018601858347365
390,2.7299834144755564,1.1018510936929118
391,2.7354267373779386,1.1018510936929118
392,2.731632782666389,1.1018466276569392
393,2.733677877213717,1.1018466276569392
394,2.7307317733096568,1.101838557843861
395,2.7297243801032685,1.1018371698428275
396,2.7231663192230315,1.1018371698428275
397,2.7270324896359788,1.1018431848717731
398,2.7234484313247465,1.1018431848717731
399,2.7278563062527095,1.1018444224266617
400,2.7297466610594947,1.1018494747154237
401,2.7245223266142315,1.1018494747154237
402,2.7296562771103354,1.1018585959397362
403,2.724819358096742,1.1018585959397362
404,2.728999078549935,1.1018579167326785
405,2.7233015851926945,1.1018579167326785
406,2.7274573644305566,1.1018551088172925
407,2.7198383029383963,1.1018551088172925
408,2.7143162465337505,1.1018551088172925
409,2.709619317664155,1.1018551088172925
410,2.720613260033553,1.1018735820987817
411,2.7148919212990577,1.1018735820987817
412,2.7237241152368727,1.1018774560568756
413,2.7132851264865976,1.1018774560568756
414,2.7243777782345795,1.1018736161379663
415,2.715282778207431,1.1018736161379663
416,2.723423071675976,1.101875659208222
417,2.7116945498832665,1.101875659208222
418,2.72160681710701,1.1018778013855515
419,2.711668294552709,1.1018778013855515
420,2.7193357557323194,1.1018757692151102
421,2.729485040594853,1.101873272010129
422,2.7217996598958893,1.101873272010129
423,2.715587775842708,1.101873272010129
424,2.7244298210460594,1.101868849845492
425,2.720854047494945,1.101868849845492
426,2.728369834458289,1.1018705779923725
427,2.726192963736739,1.1018705779923725
428,2.7271741201170636,1.1018705779923725
429,2.7298818318755687,1.1018692914973487
430,2.7326463514232517,1.1018692914973487
431,2.7298717927612137,1.1018698351431244
432,2.729965067904331,1.1018698351431244
433,2.7262090492542685,1.1018698351431244
434,2.727284144074825,1.1018711944976187
435,2.7252111215510895,1.1018711944976187
436,2.727366419457498,1.1018703675721937
437,2.7213136143011805,1.1018703675721937
438,2.7247641456832783,1.1018710493326864
439,2.71752471787726,1.1018710493326864
440,2.7228347026405113,1.1018719298799755
441,2.7130815485165347,1.1018719298799755
442,2.7218967300940773,1.1018737785094952
443,2.7120307104939565,1.1018737785094952
444,2.7223723466912486,1.1018734249973767
445,2.7145475370967382,1.1018734249973767
446,2.7239165526837184,1.1018733824997677
447,2.7158762622756307,1.1018733824997677
448,2.7265715180122796,1.101872973647733
449,2.7181876878506044,1.101872973647733
450,2.7230855311637145,1.1018726933412244
451,2.7257839874902734,1.1018726685882652
452,2.7289550929526114,1.1018731503796602
453,2.7296511327564543,1.101873276843297
454,2.716381217780009,1.101873276843297
455,2.7184870058860064,1.1018739936914543
456,2.7224150468804673,1.1018735567736149
457,2.7260860214406213,1.1018729535923388
458,2.720506733899369,1.1018729535923388
459,2.7255180162207315,1.101872326836115
460,2.7294420496183327,1.1018720023037456
461,2.730151094047078,1.1018720023037456
462,2.730037519963738,1.1018722688146536
463,2.7330165157047004,1.1018722688146536
464,2.7298809985116925,1.1018729006125665
465,2.7352794710966224,1.1018729006125665
466,2.731181690112058,1.101873954583978
467,2.741925631703125,1.101873954583978
468,2.7381617155268616,1.1018739593081406
469,2.7343934276695765,1.1018741574957214
470,2.7466504949379407,1.1018741574957214
471,2.74152770805257,1.1018743309891275
472,2.7368152154430865,1.1018745564865826
473,2.7333142376021007,1.101874754132504
474,2.7313364786804826,1.101875073017037
475,2.742480959695171,1.101875073017037
476,2.738037700159022,1.1018758622220688
477,2.735533515278725,1.1018761408835247
478,2.733427598463611,1.1018760725976706
479,2.731115094325024,1.1018757986948773
480,2.7407246756180283,1.1018757986948773
481,2.7319410857215938,1.101875018071519
482,2.7366031972544667,1.101875018071519
483,2.7377237621233106,1.101875018071519
484,2.7310470945412053,1.1018741996710044
485,2.736087455061638,1.1018741996710044
486,2.734432216799379,1.1018741034575847
487,2.742081814166441,1.1018741034575847
488,2.7360770097945397,1.1018742593048276
489,2.731015200782715,1.1018739928396997
490,2.735758726692489,1.1018739928396997
491,2.7304175667673545,1.1018736770137876
492,2.7314717081674287,1.1018736770137876
493,2.73025194598386,1.1018743559029067
494,2.7353751737196577,1.1018743559029067
495,2.732277576519782,1.1018739076827733
496,2.7302263810093077,1.1018740120426536
497,2.7335734200714024,1.1018740120426536
498,2.733191650555752,1.1018743796097967
499,2.7310773235459473,1.1018742674164175
500,2.730242826090016,1.1018740650254124
